"","percent_pop"
"HSC",1.39873593107573
"Progenitor_1",3.65711795733093
"Progenitor_2",0.412143761935581
"Progenitor_3",0.814659282202663
"Pre_Pro_B",2.36247707332264
"Pro_B1",1.16087251309395
"Pro_B2",23.6189387697014
"Pre_B1",9.53991859826006
"Pre_B2",17.4616140344185
"Early_Progenitors",12.6504458609473
"Late_Progenitors",11.8144577310104
"Immature_B1",2.23996916028345
"Immature_B2",0.53245093402197
"Mature_B",0.562381010980047
"Mature_Non_B",11.7738173814154
