"","CD235_CD61","CD45","cPARP","pPLCg1_2","CD19","CD22","p4EBP1","tIkaros","CD79b","CD20","CD34","CD179a","pSTAT5","Ki67","IgMi","Kappa_lambda","CD10","CD179b","CD24","TSLPr","CD127","RAG1","TdT","Pax5","pSyk","CD43","CD38","CD3","CD33","pS6","pErk","HLADR","IgMs","pCreb","DNA1","DNA2","mean"
"1",1.39550202867105,0.980320552867709,0.142347566392405,-0.0286116480293932,0.577314237860186,0.170251086689192,0.0279003277348535,0.188182211397971,0.230422056658004,0.414021038101156,0.503598275862114,0.0358610748074345,0.0607269692444784,0.224962184388826,2.44541711285677,0.226401633436851,0.100823613451515,0.106630447056772,1.10915770484557,0.0798875997137623,1.07472381732526,0.126634851201996,0.0872449814221193,0.048366173974467,0.0614631339986142,1.94154779197746,1.41870364002958,0.144637630472765,3.15170069225969,0.598126546320299,0.0572131082066734,1.47251405659792,0.81256005287676,0.142342286967112,4.95046803571928,5.63303860282997,0.853122263227422
"2",0.978797506581983,0.619442298950302,0.136513811863204,0.00917579638994451,0.492752730507217,0.123008256000625,0.0301907934761629,0.128502172586855,0.148727425347301,0.245496459447218,0.132381111889946,0.0176246812942592,0.043156176825902,0.313240669504616,1.81451460716638,0.310313959913136,0.0771137540956687,0.0744002340770783,0.943112429535069,0.0680034349566967,0.700569352541134,0.0447510980930143,0.0778019926827534,0.0708013840654428,0.0512518086430555,1.45333182927067,1.29632767199678,0.173231473016064,3.10321762256213,0.492911962663034,0.0731560945226403,1.29377491808023,0.585373021539445,0.0976345493547606,3.56518691164522,4.27141337653459,0.668255649378348
"3",0.104831860399198,0.432886932267175,0.0429386557459123,-0.0390123777849242,0.15685382548329,-0.00746342028867134,-0.0374617390276225,-0.00918078225789749,0.000831161565130523,0.0444736878365244,0.0212638420883248,-0.0215388022939502,-0.0265743069894133,0.0467759363548725,0.977790918932779,0.0882805155750546,0.0512611987615772,0.018577056789376,1.58415881666365,0.0731029047425648,0.968566583441455,0.02893109497178,0.0176937749836743,0.0691652142410273,-0.0136078135895966,0.827644714231894,0.90241806028141,0.466498042806521,2.46723030129851,0.293185214159902,0.00562305594742243,1.23462729962886,0.274363377842542,0.0558810089856052,1.91608041292835,2.70651431645764,0.436766959532776
"4",0.431436986280835,0.59462850492808,0.301619283691069,-0.0199949887218555,0.439483430819998,0.093569075567651,0.0105550421553987,0.168483264338097,0.105072381008804,0.232016282436344,0.117676496668249,0.014353626718754,0.0221617898449857,0.299838614931299,1.90547407647074,0.192241070225435,0.104644823608088,0.0469422590216514,1.01432299241369,0.031556886240985,0.244372618235739,-0.0130286151375427,0.0369417056301267,0.107250124524,0.0325111605318058,1.29485244447861,1.18936699457888,0.11211060665052,3.06833612834278,0.465514002888958,0.00962261111058456,1.07803084655767,0.570174968719488,0.0712660146379111,3.46156782064391,4.21658728028652,0.612543294759118
"5",0.521347947829678,0.597781440861251,0.435217601146344,0.021658568758683,0.615561368952187,0.163645686211356,0.0652834658291636,0.216865687069046,0.199726247116399,0.276524785857764,0.364837534668018,0.16899699732967,0.0806379089469334,0.283397960020511,1.89037746521511,0.331194782824072,0.131174335802276,0.159623034370886,1.15861467437524,0.102970373096553,0.340392191445592,0.0395552376882619,0.0885242559875028,0.152119849349039,0.0731770680729012,1.15200159750104,1.41268726093332,0.145154839950786,2.72311293140696,0.440817573076378,0.0568745929340274,1.30153877433761,0.632371387942207,0.105084078437144,2.76807004100834,3.50929583294027,0.631283760535903
"6",0.0698449428168461,1.40970515781218,0.0652221826753414,-0.0656430658786431,0.6318794601911,0.145549733497475,-0.0115682968812018,0.0843968175055359,0.134559171199888,0.499738599795436,0.083155779013567,-0.0291978174766613,-0.023877118346249,0.148850122688843,1.25674124928405,0.170718876623377,0.0864061529790194,0.0596248144413087,1.15829540757764,0.0661816060791932,1.31453036705054,0.236398195435884,0.0260727198192325,0.386681254544836,0.0855465811558415,2.72292312197842,1.51114122900591,1.41488914752119,2.84323384476243,0.463637339067302,0.0154693652736537,2.06332915861342,0.60963068745001,0.195457854693689,4.85020071927404,5.56492457184135,0.840129164807939
"7",0.641078020161513,2.43201075003152,0.220551669967584,-0.0592934223718462,0.687176935451745,0.241781196144614,0.0602189990566806,0.27353382573759,0.269481325179275,0.568463139089994,0.265217401691111,0.0302336222664688,0.052414515933201,0.230483700522726,1.3200240421835,0.369901598170481,0.285394077782318,0.170010649547492,2.1308288569758,0.135238586333188,0.402942548226089,0.222449013652257,0.102378511244152,0.316117472323687,0.155910339752562,2.88007607935734,2.02524171999128,0.961887771620244,3.10892077239533,0.501203643445152,0.0503516122200185,2.10307288183204,0.628370895372494,0.166691066672334,3.30108772996417,4.0451719253588,0.869350652035636
"8",0.668173918634605,2.10775215989383,0.520135527456937,-0.0763078654835924,0.738602282714208,0.214235867196623,0.0384953361241148,0.253636640874945,0.21473831519933,0.621156205968519,0.3147831951203,0.00564930267687162,0.00364707650561096,0.161088266956562,1.20147778026905,0.392518982390087,0.212424686325511,0.14453700089031,1.81661733523852,0.12729217053133,0.295723974537615,0.138453798975966,0.0586923130382577,0.207747008748087,0.115739639141818,2.37969646638989,2.14671010829481,0.945462499889755,2.81842380702859,0.430127248718124,0.0727679787757201,2.21987671600319,0.745001442735164,0.150789926598571,3.67540777847821,4.42880735103921,0.84750228455213
"9",0.43180194231549,1.67534791494015,0.127552589167805,-0.0636168633244162,0.579669906400603,0.110326702156697,-0.0249359315620537,0.117481886338595,0.119345814373088,0.286131757139416,0.10063117886074,-0.0340470464164799,-0.0186646856745621,0.174646189834409,1.29752306487932,0.259625032086345,0.0853352192391117,0.0940586330487941,1.89134729829564,0.130747276486342,0.582904738691681,0.0809039639179654,0.0266963960610865,0.281066816141383,0.0442081440915058,1.86447269073587,1.82636155663835,0.830153481160761,4.01123879201876,0.701094380895149,0.038884990070359,1.83293961706543,0.563590740328757,0.158799862423407,3.98951303948176,4.71183370699989,0.802360299869643
"10",0.847053828689756,0.621320003294167,0.104765499647925,-0.0265341653993553,0.460307025668505,0.130952612547873,0.0108646972555752,0.202771053971236,0.144809455572224,0.416597287261863,0.185230277923579,0.00558393763140365,0.0581356353099305,0.337589110979701,1.80391681406883,0.131293717071213,0.128260876135745,0.0747274233064308,1.13317730288532,0.0144364121064559,0.0834193147289178,0.0717823000727219,0.0893041907655036,0.135938748603922,0.0572307158901809,2.09552250705941,1.37555486787967,0.100150623816332,3.3095295583632,0.525724407196215,0.0240602537084781,1.412120190249,0.558824742132698,0.126397908781344,3.9060237505306,4.69140900254017,0.704118108006854
"11",0.725943175327736,0.539997517891599,0.0867051610982702,-0.0644046802171425,0.425671732325129,0.13783481513084,0.0140535666335706,0.210908194608477,0.125649468435521,0.441020117485673,0.326471575223854,0.0168635480465528,0.0747992951698514,0.445487350100074,1.77659798749995,0.117259427894635,0.171342437970756,0.102288478403998,1.08226756901335,0.0187434906694528,0.0679198122405277,0.0568759275470998,0.202359497347182,0.178374128513883,0.0453790463177129,1.97698552650154,1.40548492021092,0.111846802891394,2.99041330254699,0.545142716140654,0.0344016575167384,1.43689020992499,0.6754990898279,0.131219947232677,3.41919651084864,4.19959042999067,0.673696659841991
"12",0.799095845064009,0.613733827961511,0.0527437519294177,-0.0850943130640512,0.45401830355233,0.133684177964239,-0.0175951598365115,0.166227879731165,0.162425626138713,0.354210646135246,0.139298238445031,-0.0174114086645301,-0.00512090613179799,0.181332703604633,1.93416312778961,0.20501898914211,0.11944326715743,0.0605149329856795,1.04924922558029,0.0316172085776966,0.0591637812803106,0.012085335178667,0.0290492870990486,0.034802382873275,0.0140638329178918,1.91555944198147,1.47726713050546,0.107650596906668,3.07650874260161,0.584770959781045,0.0145907968805614,1.4547336304594,0.73167612875375,0.0845181565229694,2.80215054478932,3.59048018908356,0.620017413935479
"13",0.577321186850658,0.611929470307488,0.0955166203315084,-0.00903328271899369,0.393912094052864,0.121176610450758,0.0289374476718567,0.162144733010422,0.163770749417006,0.280769297802127,0.579472583664205,0.0281194348843631,0.0278893235044697,0.18421907191714,1.77554803694511,0.186579683840839,0.0736610306632787,0.0854903071274539,1.07851346783532,0.0372390589299584,0.115603999028871,0.0313338922468055,0.0758684171913063,0.112310936675383,0.0541279450352081,1.81847096108996,1.53939593728656,0.121302069496872,2.89643748937391,0.437411603047473,0.0325844694140498,1.22400149803329,0.617179090222562,0.127820091783705,2.79759574943494,3.48813046065671,0.610354209347373
"14",1.25428075568697,0.798570762619013,0.0901202996291428,-0.0265217632666554,0.519903452273969,0.114317934141337,-0.0108135537199504,0.148141123536874,0.170156501455281,0.333189606489009,0.327218675801986,-0.014397283407154,-0.00305052013010679,0.232785358649851,2.15288726311944,0.134092438914117,0.0312189061577544,0.0545542915052455,0.973476141925288,0.0206290101131274,1.04283116452089,0.0788886999456903,0.0200739628739786,0.0401986061518594,0.0187814207618399,1.80644686778809,1.31913880321829,0.105657702141694,2.80864918978192,0.46396312572648,0.00972583244369477,1.37143989348483,0.668253348115789,0.108784279713242,5.48267508342322,6.14294622563025,0.79970037797823
