"","percent_pop"
"HSC",1.88367676979603
"Progenitor_1",3.39105833987757
"Progenitor_2",0.849314294706008
"Progenitor_3",0.886268911502221
"Pre_Pro_B",2.78173814710468
"Pro_B1",1.7406449800225
"Pro_B2",25.9256535465245
"Pre_B1",9.61214341545756
"Pre_B2",16.4529473278419
"Early_Progenitors",11.4973607251101
"Late_Progenitors",10.1358169281122
"Immature_B1",1.97376167188188
"Immature_B2",0.59057695785193
"Mature_B",0.58687232629221
"Mature_Non_B",11.6921656579187
