"","percent_pop"
"HSC",1.11996486270108
"Progenitor_1",3.62296757436804
"Progenitor_2",0.426975185013445
"Progenitor_3",0.775223965567201
"Pre_Pro_B",2.29833963838838
"Pro_B1",1.14287572628716
"Pro_B2",15.6396972550447
"Pre_B1",18.529900869407
"Pre_B2",16.9050383071832
"Early_Progenitors",12.2576774230796
"Late_Progenitors",9.88960033149498
"Immature_B1",2.87717694312077
"Immature_B2",0.887658937264794
"Mature_B",0.373973258966205
"Mature_Non_B",13.2529297221135
